場所名,URL,表示
コンセプシオン,https://tenki.jp/world/8/68/,パラグアイ
フォークランド,https://tenki.jp/world/8/69/,フォークランド
マウント・プレザント,https://tenki.jp/world/8/69/,フォークランド
ブラジル,https://tenki.jp/world/8/70/,ブラジル
アルタミラ,https://tenki.jp/world/8/70/,ブラジル
カンポグランデ,https://tenki.jp/world/8/70/,ブラジル
クリティーバ,https://tenki.jp/world/8/70/,ブラジル
サルバドル,https://tenki.jp/world/8/70/,ブラジル
サントス,https://tenki.jp/world/8/70/,ブラジル
サンパウロ,https://tenki.jp/world/8/70/,ブラジル
ジュイスデフォラ,https://tenki.jp/world/8/70/,ブラジル
フォルタレザ,https://tenki.jp/world/8/70/,ブラジル
ブラジリア,https://tenki.jp/world/8/70/83378/,ブラジル、ブラジリア
ベレン,https://tenki.jp/world/8/70/,ブラジル
ベロオリゾンテ,https://tenki.jp/world/8/70/,ブラジル
リオデジャネイロ,https://tenki.jp/world/8/70/,ブラジル
レシフェ,https://tenki.jp/world/8/70/,ブラジル
ベリーズ,https://tenki.jp/world/8/72/,ベリーズ
ベネズエラ,https://tenki.jp/world/8/71/,ベネズエラ
カラカス,https://tenki.jp/world/8/71/,ベネズエラ
ペルー,https://tenki.jp/world/8/73/,ペルー
アヤクチョ,https://tenki.jp/world/8/73/,ペルー
アレキパ,https://tenki.jp/world/8/73/,ペルー
クスコ,https://tenki.jp/world/8/73/,ペルー
トゥンベス,https://tenki.jp/world/8/73/,ペルー
トルヒーヨ,https://tenki.jp/world/8/73/,ペルー
フリアカ,https://tenki.jp/world/8/73/,ペルー
リマ,https://tenki.jp/world/8/73/84628/,ペルー、リマ
ホンジュラス,https://tenki.jp/world/8/75/,ホンジュラス
テグシガルパ,https://tenki.jp/world/8/75/,ホンジュラス
ボリビア,https://tenki.jp/world/8/74/,ボリビア
コチャバンバ,https://tenki.jp/world/8/74/,ボリビア
サンタクルス,https://tenki.jp/world/8/74/,ボリビア
スクレ,https://tenki.jp/world/8/74/,ボリビア
ラパス,https://tenki.jp/world/8/74/,ボリビア
メキシコ,https://tenki.jp/world/8/76/,メキシコ
アカプルコ,https://tenki.jp/world/8/76/,メキシコ
オアハカ,https://tenki.jp/world/8/76/,メキシコ
カンペーチェ,https://tenki.jp/world/8/76/,メキシコ
チワワ,https://tenki.jp/world/8/76/,メキシコ
トルカ,https://tenki.jp/world/8/76/,メキシコ
ビリャエルモサ,https://tenki.jp/world/8/76/,メキシコ
プログレソ,https://tenki.jp/world/8/76/,メキシコ
メキシコシティー,https://tenki.jp/world/8/76/76679/,メキシコ、メキシコシティー
モントレー,https://tenki.jp/world/8/76/,メキシコ
ラパス,https://tenki.jp/world/8/76/,メキシコ
オセアニア,https://tenki.jp/world/9/,オセアニア
オーストラリア,https://tenki.jp/world/9/35/,オーストラリア
アデレード,https://tenki.jp/world/9/35/,オーストラリア
イーストセール,https://tenki.jp/world/9/35/,オーストラリア
ウォガ,https://tenki.jp/world/9/35/,オーストラリア
オトウェー岬,https://tenki.jp/world/9/35/,オーストラリア
オールバニー,https://tenki.jp/world/9/35/,オーストラリア
カーナーヴォン,https://tenki.jp/world/9/35/,オーストラリア
キャンベラ,https://tenki.jp/world/9/35/94926/,オーストラリア、キャンベラ
ケアンズ,https://tenki.jp/world/9/35/,オーストラリア
シドニー,https://tenki.jp/world/9/35/94767/,オーストラリア、シドニー
ダーウィン,https://tenki.jp/world/9/35/,オーストラリア
ニューキャッスル,https://tenki.jp/world/9/35/,オーストラリア
ブリスベーン,https://tenki.jp/world/9/35/,オーストラリア
ブルーム,https://tenki.jp/world/9/35/,オーストラリア
ベルモント,https://tenki.jp/world/9/35/,オーストラリア
パース,https://tenki.jp/world/9/35/94610/,オーストラリア、パース
ボーエン,https://tenki.jp/world/9/35/,オーストラリア
マッカイ,https://tenki.jp/world/9/35/,オーストラリア
マーラ,https://tenki.jp/world/9/35/,オーストラリア
ミルデューラ,https://tenki.jp/world/9/35/,オーストラリア
メルボルン,https://tenki.jp/world/9/35/,オーストラリア
ニュージーランド,https://tenki.jp/world/9/36/,ニュージーランド
オークランド,https://tenki.jp/world/9/36/93119/,ニュージーランド、オークランド
クイーンズタウン,https://tenki.jp/world/9/36/,ニュージーランド
クライストチャーチ,https://tenki.jp/world/9/36/,ニュージーランド
タウポ,https://tenki.jp/world/9/36/,ニュージーランド
ダニーデン,https://tenki.jp/world/9/36/,ニュージーランド
トンガリロ,https://tenki.jp/world/9/36/,ニュージーランド
ネルソン,https://tenki.jp/world/9/36/,ニュージーランド
パーマストンノース,https://tenki.jp/world/9/36/,ニュージーランド
ロトルア,https://tenki.jp/world/9/36/,ニュージーランド
ワナカ,https://tenki.jp/world/9/36/,ニュージーランド
パプアニューギニア,https://tenki.jp/world/9/37/,パプアニューギニア
マダン,https://tenki.jp/world/9/37/,パプアニューギニア
